CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
10,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,83,315521,Wine,FALSE
10,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,301,23357754,Wine,FALSE
10,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,125,2929942,Wine,FALSE
10,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1142,215318822,Wine,FALSE
10,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1449,805745905,Wine,FALSE
11,2017,1-Production,0-Category Total,1-Production,882,132032497,Wine,FALSE
11,2017,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1049,64477331,Wine,FALSE
11,2017,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1049,64477331,Wine,FALSE
11,2017,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,549,7806987,Wine,FALSE
11,2017,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,139,6491907,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1612,1084622614,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1612,1084622614,Wine,FALSE
11,2017,01-Count of IMs,01-Count of IMs,Number of Industry Members,1757,1757,Wine,FALSE
11,2017,1-Production,1-Production,1-Low Alcohol %,749,98529216,Wine,FALSE
11,2017,1-Production,1-Production,2-Medium and High Alcohol %,483,30042122,Wine,FALSE
11,2017,1-Production,1-Production,4-Artificially Carbonated Wine,8,3261,Wine,FALSE
11,2017,1-Production,1-Production,5-Sparkling Wine,36,2164779,Wine,FALSE
11,2017,1-Production,1-Production,6-Hard Cider,55,1293119,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,921,50504399,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,662,6419451,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,69,91387,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,224,3851284,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,101,3610810,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1033,63155408,Wine,FALSE
11,2017,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,64,1321924,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,482,6402170,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,312,1242351,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,101,87461,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,24,75005,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,124,3763210,Wine,FALSE
11,2017,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,24,2728697,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1412,853976040,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1197,205819036,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,49,607038,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,83,270701,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,300,21014634,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,125,2935165,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1148,204182963,Wine,FALSE
11,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1458,880439652,Wine,FALSE
12,2017,1-Production,0-Category Total,1-Production,5723,196368476,Wine,FALSE
12,2017,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,5536,71698455,Wine,FALSE
12,2017,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,5536,71698455,Wine,FALSE
12,2017,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,3093,11358934,Wine,FALSE
12,2017,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,209,6764982,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,6904,1233896244,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,6904,1233896244,Wine,FALSE
12,2017,01-Count of IMs,01-Count of IMs,Number of Industry Members,7923,7923,Wine,FALSE
12,2017,1-Production,1-Production,1-Low Alcohol %,4536,128390460,Wine,FALSE
12,2017,1-Production,1-Production,2-Medium and High Alcohol %,2765,63177562,Wine,FALSE
12,2017,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
12,2017,1-Production,1-Production,5-Sparkling Wine,,,Wine,TRUE
12,2017,1-Production,1-Production,6-Hard Cider,,,Wine,TRUE
12,2017,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,4602,54303743,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,2943,9385623,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,240,188689,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,518,2922222,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,609,4898178,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,5374,70538804,Wine,FALSE
12,2017,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,468,1159650,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2651,9592518,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,1422,1558293,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,296,67385,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,224,140738,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,182,2966766,Wine,FALSE
12,2017,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,38,3798216,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,5693,938170736,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,4270,271054789,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,87,596867,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,221,274846,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,637,19343959,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,586,4455046,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,4325,200659663,Wine,FALSE
12,2017,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,6326,1033236581,Wine,FALSE
1,2018,1-Production,0-Category Total,1-Production,688,49163221,Wine,FALSE
1,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1073,51760054,Wine,FALSE
1,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1073,51760054,Wine,FALSE
1,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,544,9029641,Wine,FALSE
1,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,137,7245134,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1580,1162982249,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1580,1162982249,Wine,FALSE
1,2018,01-Count of IMs,01-Count of IMs,Number of Industry Members,1722,1722,Wine,FALSE
1,2018,1-Production,1-Production,1-Low Alcohol %,643,39323743,Wine,FALSE
1,2018,1-Production,1-Production,2-Medium and High Alcohol %,190,6096359,Wine,FALSE
1,2018,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
1,2018,1-Production,1-Production,5-Sparkling Wine,25,2406905,Wine,FALSE
1,2018,1-Production,1-Production,6-Hard Cider,,,Wine,TRUE
1,2018,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1002,45409383,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,345,1250581,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,75,38764,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,198,1588443,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,110,3472883,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1044,50325281,Wine,FALSE
1,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,76,1434773,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,499,7917834,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,152,824446,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,91,143460,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,31,143901,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,127,3389471,Wine,FALSE
1,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,19,3855663,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1508,1083309795,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,688,55140447,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,48,839455,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,81,254857,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,283,20384091,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,130,3053605,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1114,191067383,Wine,FALSE
1,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1424,971914867,Wine,FALSE
2,2018,1-Production,0-Category Total,1-Production,587,41727244,Wine,FALSE
2,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1089,51730203,Wine,FALSE
2,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1089,51730203,Wine,FALSE
2,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,539,9409442,Wine,FALSE
2,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,128,7826430,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1560,1147978042,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1560,1147978042,Wine,FALSE
2,2018,01-Count of IMs,01-Count of IMs,Number of Industry Members,1691,1691,Wine,FALSE
2,2018,1-Production,1-Production,1-Low Alcohol %,542,35679598,Wine,FALSE
2,2018,1-Production,1-Production,2-Medium and High Alcohol %,162,2583652,Wine,FALSE
2,2018,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
2,2018,1-Production,1-Production,5-Sparkling Wine,26,1915508,Wine,FALSE
2,2018,1-Production,1-Production,6-Hard Cider,,,Wine,TRUE
2,2018,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1032,45707168,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,336,861242,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,72,41516,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,202,1709299,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,104,3410979,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1068,51217495,Wine,FALSE
2,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,69,512708,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,501,8509603,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,125,709004,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,91,113148,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,28,77687,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,117,3571016,Wine,FALSE
2,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,20,4255414,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1500,1079222064,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,661,44102954,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,50,729553,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,85,277857,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,287,20449791,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,132,3195824,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1115,190109522,Wine,FALSE
2,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1406,957868520,Wine,FALSE
3,2018,1-Production,0-Category Total,1-Production,1211,28511624,Wine,FALSE
3,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2426,67881154,Wine,FALSE
3,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2426,67881154,Wine,FALSE
3,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,985,9871198,Wine,FALSE
3,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,163,6935334,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3203,1135641790,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3203,1135641790,Wine,FALSE
3,2018,01-Count of IMs,01-Count of IMs,Number of Industry Members,3533,3533,Wine,FALSE
3,2018,1-Production,1-Production,1-Low Alcohol %,1073,18562576,Wine,FALSE
3,2018,1-Production,1-Production,2-Medium and High Alcohol %,268,4894175,Wine,FALSE
3,2018,1-Production,1-Production,4-Artificially Carbonated Wine,38,184050,Wine,FALSE
3,2018,1-Production,1-Production,5-Sparkling Wine,64,2613336,Wine,FALSE
3,2018,1-Production,1-Production,6-Hard Cider,188,2257487,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2288,60456303,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,624,902434,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,147,77792,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,350,1853015,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,286,4591610,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2354,66829463,Wine,FALSE
3,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,197,1051690,Wine,FALSE
3,2018,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,921,7752118,Wine,FALSE
3,2018,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,240,1733306,Wine,FALSE
3,2018,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
3,2018,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
3,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,145,3683626,Wine,FALSE
3,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,29,3251708,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3051,1090203020,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1136,18775247,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,71,966851,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,146,336535,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,460,20803533,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,297,4556604,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1956,193394378,Wine,FALSE
3,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2936,942247412,Wine,FALSE
4,2018,1-Production,0-Category Total,1-Production,554,16397276,Wine,FALSE
4,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1146,58351466,Wine,FALSE
4,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1146,58351466,Wine,FALSE
4,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,564,9347557,Wine,FALSE
4,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,138,7836699,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1587,1058806118,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1587,1058806118,Wine,FALSE
4,2018,01-Count of IMs,01-Count of IMs,Number of Industry Members,1712,1712,Wine,FALSE
4,2018,1-Production,1-Production,1-Low Alcohol %,519,9092686,Wine,FALSE
4,2018,1-Production,1-Production,2-Medium and High Alcohol %,157,2189601,Wine,FALSE
4,2018,1-Production,1-Production,4-Artificially Carbonated Wine,8,154692,Wine,FALSE
4,2018,1-Production,1-Production,5-Sparkling Wine,38,3716910,Wine,FALSE
4,2018,1-Production,1-Production,6-Hard Cider,56,1243389,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1101,51590184,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,328,784004,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,77,65090,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,212,1921014,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,105,3991175,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1126,57590376,Wine,FALSE
4,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,79,761090,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,523,8421187,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,131,624027,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,106,88022,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,34,214321,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,126,3726094,Wine,FALSE
4,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,19,4110606,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1529,1017147384,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,668,14820711,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,49,989719,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,88,398251,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,297,21908053,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,133,3541998,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1125,187539294,Wine,FALSE
4,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1431,871266824,Wine,FALSE
5,2018,1-Production,0-Category Total,1-Production,564,15226663,Wine,FALSE
5,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1158,63095593,Wine,FALSE
5,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1158,63095593,Wine,FALSE
5,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,566,10713010,Wine,FALSE
5,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,137,9400019,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1583,999762042,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1583,999762042,Wine,FALSE
5,2018,01-Count of IMs,01-Count of IMs,Number of Industry Members,1708,1708,Wine,FALSE
5,2018,1-Production,1-Production,1-Low Alcohol %,529,8340046,Wine,FALSE
5,2018,1-Production,1-Production,2-Medium and High Alcohol %,143,1806116,Wine,FALSE
5,2018,1-Production,1-Production,4-Artificially Carbonated Wine,16,107683,Wine,FALSE
5,2018,1-Production,1-Production,5-Sparkling Wine,43,3450122,Wine,FALSE
5,2018,1-Production,1-Production,6-Hard Cider,58,1522695,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1106,55324969,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,322,923718,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,80,119014,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,219,2144837,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,113,4583055,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1133,61704640,Wine,FALSE
5,2018,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,81,1390953,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,520,9673230,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,134,704012,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,98,152190,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,38,183579,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,123,3981056,Wine,FALSE
5,2018,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,27,5418962,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1521,957788713,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,661,14399987,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,46,873135,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,90,409787,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,300,22491568,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,127,3798852,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1130,188010908,Wine,FALSE
5,2018,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1423,811751134,Wine,FALSE
6,2018,1-Production,0-Category Total,1-Production,1116,13985979,Wine,FALSE
6,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2468,63021516,Wine,FALSE
6,2018,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2468,63021516,Wine,FALSE
6,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,998,10657031,Wine,FALSE
6,2018,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,168,9286532,Wine,FALSE
